ScientificName,AphiaID,Trophy,typeMX,source,dataType,Kingdom,Phylum,Class,Order,Family,Genus,Species
Amphidinium_crassum,109726,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,crassum
Amphidinium_cryophilum,612870,mixoplankton,CM,Wilcox and Wedemeyer 1991,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,cryophilum
Amphidinium_herdmanii,109731,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,herdmanii
Amphidinium_incoloratum,109733,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,incoloratum
Amphidinium_longum,109741,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,longum
Amphidinium_operculatum,109745,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,operculatum
Amphidinium_sphenoides,109754,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,sphenoides
Amphidoma_acuminata,233194,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,Amphidomataceae,Amphidoma,acuminata
Amphisolenia,109459,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Amphisoleniaceae,Amphisolenia,NA
Amylax_buxus,233480,mixoplankton,pSNCM,Kim and Park 2014,scientific cruise,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,buxus
Amylax_triacantha,110007,mixoplankton,pSNCM,Leles et al. 2017,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,triacantha
Amylax_triacantha_var__buxus,846758,mixoplankton,pSNCM,Koike et al. 2008,paper,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,triacantha
Amylax_triacantha_var__triacantha,1304620,mixoplankton,pSNCM,Koike et al. 2008,paper,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,triacantha
Ansanella_granifera,840753,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Suessiales,Suessiaceae,Ansanella,granifera
Archaeperidinium_minutum,624607,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Archaeperidinium,minutum
Azadinium_spinosum,391509,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,Amphidomataceae,Azadinium,spinosum
Barrufeta_bravensis,624500,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Barrufeta,bravensis
Barrufeta_resplendens,1371463,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Barrufeta,resplendens
Biecheleria_baltica,626297,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,baltica
Biecheleria_cincta,840029,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,cincta
Bispinodinium_angelaceum,839135,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,NA,Bispinodinium,angelaceum
Blixaea_quinquecornis,1360848,mixoplankton,eSNCM,Horiguchi and Takano 2006,scientific cruise,Chromista,Myzozoa,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Blixaea,quinquecornis
Citharistes,109461,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Citharistes,NA
Cochlodinium_helicoides,109766,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,helicoides
Cochlodinium_pupa,109773,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,pupa
Coolia_monotis,110130,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Coolia,monotis
Corythodinium_curvicaudatum,233754,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Corythodinium,curvicaudatum
Dicroerisma_psilonereiella,232110,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Actiniscales,Actiniscaceae,Dicroerisma,psilonereiella
Dinophysis_acuminata,109603,mixoplankton,pSNCM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,acuminata
Dinophysis_acuta,109604,mixoplankton,pSNCM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,acuta
Dinophysis_braarudii,627652,protozooplankton,NA,Jensen and Daugbjerg 2009,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,braarudii
Dinophysis_caudata,109612,mixoplankton,pSNCM,Nishitani et al. 2008a,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,caudata
Dinophysis_dens,109616,mixoplankton,pSNCM,Moita et al. 2006,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,dens
Dinophysis_fortii,109624,mixoplankton,pSNCM,Ishimaru et al. 1988,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,fortii
Dinophysis_hastata,109627,protozooplankton,NA,Hansen 1991,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,hastata
Dinophysis_infundibulus,109629,mixoplankton,pSNCM,Nishitani et al. 2008,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,infundibulum
Dinophysis_miles,232209,mixoplankton,pSNCM,Qiu et al. 2011,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,miles
Dinophysis_norvegica,109637,mixoplankton,pSNCM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,norvegica
Dinophysis_odiosa,109638,protozooplankton,NA,Jensen and Daugbjerg 2009,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,odiosa
Dinophysis_ovum,646201,mixoplankton,pSNCM,Harred and Campbell 2014,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,ovum
Dinophysis_pusilla,109652,protozooplankton,NA,Jensen and Daugbjerg 2009,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,pusilla
Dinophysis_sacculus,232261,mixoplankton,pSNCM,Zingone et al. 1998,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,sacculus
Dinophysis_schuettii,109657,protozooplankton,NA,Jensen and Daugbjerg 2009,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,schuettii
Dinophysis_tripos,109662,mixoplankton,pSNCM,Rodriguez et al. 2012,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,tripos
Diplopelta_pusilla,110134,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopelta,pusilla
Diplopsalis_lenticula,110001,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalis,lenticula
Diplopsalopsis_bomba,155560,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,bomba
Diplopsalopsis_latipeltata,110138,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,latipeltata
Diplopsalopsis_orbicularis,110139,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,orbicularis
Dissodinium_pseudocalani,110324,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,pseudocalani
Dissodinium_pseudolunula,110325,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,pseudolunula
Durinskia_baltica,248118,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,baltica
Fragilidium_duplocampanaeforme,623961,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,duplocampanaeforme
Fragilidium_heterolobum,232611,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,heterolobum
Fragilidium_mexicanum,573696,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,mexicanum
Fragilidium_subglobosum,109705,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,subglobosum
Gambierdiscus_toxicus,233382,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Gambierdiscus,toxicus
Glenodinium_paululum,110149,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Glenodinium,paululum
Gonyaulax_ceratocoroides,845296,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,spinifera
Gonyaulax_diegensis,110014,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,diegensis
Gonyaulax_digitale,110015,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,digitale
Gonyaulax_polygramma,110035,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,polygramma
Gonyaulax_rugosum,110038,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,rugosum
Gonyaulax_scrippsae,110039,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,scrippsae
Gonyaulax_spinifera,110041,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,spinifera
Gonyaulax_verior,110045,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,verior
Grammatodinium_tongyeonginum,1306117,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacales familia incertae sedis,Grammatodinium,tongyeonginum
Gymnodinium_acuminatum,615560,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,acuminatum
Gymnodinium_albulum,249714,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,albulum
Gymnodinium_aureolum,232716,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,aureolum
Gymnodinium_catenatum,109784,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum
Gymnodinium_corollarium,623645,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,corollarium
Gymnodinium_elongatum,109791,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,elongatum
Gymnodinium_gracile,109800,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,gracile
Gymnodinium_gracilentum,232772,mixoplankton,pSNCM,Leles et al. 2017,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,gracilentum
Gymnodinium_heterostriatum,232778,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,heterostriatum
Gymnodinium_impudicum,232785,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,impudicum
Gymnodinium_lantzschii,109807,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,lantzschii
Gymnodinium_marinum,109811,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,marinum
Gymnodinium_ostenfeldii,109819,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,ostenfeldii
Gymnodinium_simplex,109831,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,simplex
Gymnodinium_smaydae,836999,mixoplankton,CM,Lee et al. 2014,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,smaydae
Gymnodinium_stellatum,232869,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,stellatum
Gymnodinium_venator,547469,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,venator
Gymnodinium_verruculosum,232880,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,verruculosum
Gyrodinium_britannicum,109843,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,britannicum
Gyrodinium_calyptoglyphe,109844,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,calyptoglyphe
Gyrodinium_crassum,109849,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,crassum
Gyrodinium_dominans,109851,protozooplankton,NA,Nakamura et al. 1992,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,dominans
Gyrodinium_flagellare,109854,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,flagellare
Gyrodinium_fusiforme,109856,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,fusiforme
Gyrodinium_helveticum,639206,protozooplankton,NA,Popovsky 1982,scientific cruise,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,helveticum
Gyrodinium_heterogrammum,232953,protozooplankton,NA,Larsen 1996,scientific cruise,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,heterogrammum
Gyrodinium_lachryma,109859,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,lachryma
Gyrodinium_linguliferum,109860,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,linguliferum
Gyrodinium_pingue,109872,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,pingue
Gyrodinium_rubrum,628278,protozooplankton,NA,Takano and Horiguchi 2004,scientific cruise,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,rubrum
Gyrodinium_spirale,109876,protozooplankton,NA,Hansen 1992,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,spirale
Herdmania_litoralis,109894,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Ptychodiscaceae,Herdmania,litoralis
Heterocapsa_arctica_subsp__frigida,688227,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,arctica
Heterocapsa_circularisquama,233610,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,circularisquama
Heterocapsa_lanceolata,233615,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,lanceolata
Heterocapsa_minima,233619,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,minima
Heterocapsa_niei,233620,mixoplankton,CM,Loeder et al. 2012,paper,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,niei
Heterocapsa_rotundata,110152,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,rotundata
Heterocapsa_triquetra,110153,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,triquetra
Histioneis,109463,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Histioneis,NA
Ichthyodinium_chabelardi,562992,protozooplankton,NA,Hollande 1952,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Ichthyodinium,chabelardi
Islandinium_tricingulatum,839791,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Islandinium,tricingulatum
Kapelodinium_vestifici,1368615,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Torodiniales,Kapelodiniaceae,Kapelodinium,vestifici
Karenia_brevis,233015,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,Karenia,brevis
Karenia_mikimotoi,233024,mixoplankton,CM,Zhang et al. 2011,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,Karenia,mikimotoi
Karenia_papilionacea,246593,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,Karenia,papilionacea
Karlodinium_armiger,370510,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,armiger
Karlodinium_veneficum,233037,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,veneficum
Katodinium_asymmetricum,109882,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,asymmetricum
Kofoidinium_velleloides,109920,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Noctilucales,Kofoidiniaceae,Kofoidinium,velleloides
Kryptoperidinium_foliaceum,110154,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Kryptoperidinium,foliaceum
Lepidodinium_chlorophorum,345481,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,chlorophorum
Lessardia_elongata,232703,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Lessardiaceae,Lessardia,elongata
Levanderina_fissa,840689,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,NA,Levanderina,fissa
Lingulodinium_polyedra,233592,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,polyedra
Margalefidinium_polykrikoides,990876,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,polykrikoides
Mesoporos_perforatus,232516,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Mesoporos,perforatus
Micracanthodinium_claytonii,109992,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Cladopyxidaceae,Micracanthodinium,claytonii
Nematodinium_armatum,109907,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Warnowiaceae,Nematodinium,armatum
Nematopsides_vigilans,547527,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Warnowiaceae,Nematopsides,vigilans
Noctiluca_scintillans__green,109921,mixoplankton,eSNCM,Harrison et al. 2011,paper,Chromista,Myzozoa,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,scintillans
Noctiluca_scintillans__red,109921,protozooplankton,NA,Harrison et al. 2011,paper,Chromista,Myzozoa,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,scintillans
Nusuttodinium_poecilochroum,840906,mixoplankton,pSNCM,Drumm et al. 2017,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Nusuttodinium,poecilochroum
Oblea_acanthocysta,656295,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Oblea,acanthocysta
Oblea_rotunda,110155,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Oblea,rotunda
Ornithocercus,109464,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Ornithocercus,NA
Ostreopsis_heptagona,233707,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Ostreopsis,heptagona
Ostreopsis_labens,233708,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Ostreopsis,labens
Ostreopsis_lenticularis,231881,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Ostreopsis,lenticularis
